,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,Daily_Return,Volatility,Day_of_Week,Day_of_Month,Month,Year,Close',High',Low',Open',Volume',SMA_20',SMA_50',EMA_20',EMA_50',RSI_14',MACD',MACD_Signal',Daily_Return',Volatility',Day_of_Week',Day_of_Month',Month',Year'
2021-03-25,,,,,,,,,,,,,,,,,,,46.459236,46.494961,45.700096,46.173443,17091900.000000,45.169387,44.374499,45.348011,45.001545,64.103060,0.409401,0.313699,0.009705,0.011295,3.000000,25.000000,3.000000,2021.000000
2021-03-25,46.459236,46.494961,45.700096,46.173443,17091900.000000,45.169386,44.374498,45.348011,45.001544,64.103175,0.409402,0.313699,0.009705,0.011295,3.000000,25.000000,3.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-03-26,47.370201,47.432718,46.227027,46.566407,17126700.000000,45.368299,44.433337,45.540601,45.094433,65.157950,0.518685,0.354696,0.019608,0.010169,4.000000,26.000000,3.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-03-26,,,,,,,,,,,,,,,,,,,47.370205,47.432722,46.227030,46.566411,17126700.000000,45.368299,44.433338,45.540601,45.094433,65.157910,0.518685,0.354696,0.019608,0.010169,4.000000,26.000000,3.000000,2021.000000
2021-03-29,48.093616,48.173996,47.075479,47.093342,17514100.000000,45.563080,44.523118,45.783745,45.212048,78.131123,0.656104,0.414978,0.015272,0.009952,0.000000,29.000000,3.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-03-29,,,,,,,,,,,,,,,,,,,48.093616,48.173996,47.075479,47.093342,17514100.000000,45.563080,44.523119,45.783745,45.212048,78.131114,0.656103,0.414977,0.015271,0.009952,0.000000,29.000000,3.000000,2021.000000
2021-03-30,,,,,,,,,,,,,,,,,,,47.468449,48.040034,47.271965,48.004309,14871800.000000,45.717746,44.609786,45.944193,45.300535,67.255401,0.706419,0.473266,-0.012999,0.010677,1.000000,30.000000,3.000000,2021.000000
2021-03-30,47.468445,48.040030,47.271961,48.004305,14871800.000000,45.717746,44.609785,45.944193,45.300534,67.255356,0.706419,0.473266,-0.012999,0.010677,1.000000,30.000000,3.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-03-31,,,,,,,,,,,,,,,,,,,47.075481,47.486308,46.887931,47.361274,15826500.000000,45.858079,44.691960,46.051935,45.370140,68.533758,0.706443,0.519901,-0.008278,0.010924,2.000000,31.000000,3.000000,2021.000000
2021-03-31,47.075481,47.486308,46.887931,47.361274,15826500.000000,45.858079,44.691958,46.051935,45.370140,68.533762,0.706443,0.519901,-0.008278,0.010924,2.000000,31.000000,3.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-01,,,,,,,,,,,,,,,,,,,46.896858,47.468447,46.852204,47.298755,15834700.000000,45.991251,44.767549,46.132404,45.430012,67.423012,0.684161,0.552753,-0.003794,0.011001,3.000000,1.000000,4.000000,2021.000000
2021-04-01,46.896854,47.468443,46.852200,47.298752,15834700.000000,45.991251,44.767548,46.132403,45.430011,67.423013,0.684161,0.552753,-0.003794,0.011001,3.000000,1.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-05,47.164791,47.530963,46.700377,46.753961,16368700.000000,46.100177,44.843713,46.230726,45.498041,65.344828,0.680281,0.578259,0.005713,0.010522,0.000000,5.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-05,,,,,,,,,,,,,,,,,,,47.164791,47.530963,46.700377,46.753961,16368700.000000,46.100177,44.843714,46.230727,45.498042,65.344806,0.680281,0.578259,0.005713,0.010522,0.000000,5.000000,4.000000,2021.000000
2021-04-06,,,,,,,,,,,,,,,,,,,47.504166,47.914996,47.245168,47.370202,15614300.000000,46.188428,44.934815,46.352006,45.576714,66.443999,0.696561,0.601919,0.007196,0.010044,1.000000,6.000000,4.000000,2021.000000
2021-04-06,47.504166,47.914996,47.245168,47.370202,15614300.000000,46.188428,44.934814,46.352006,45.576713,66.444023,0.696561,0.601919,0.007196,0.010044,1.000000,6.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-07,,,,,,,,,,,,,,,,,,,47.584545,47.781029,47.441649,47.584545,10062700.000000,46.315241,45.022387,46.469391,45.655452,66.831621,0.707790,0.623093,0.001692,0.009211,2.000000,7.000000,4.000000,2021.000000
2021-04-07,47.584545,47.781029,47.441649,47.584545,10062700.000000,46.315240,45.022386,46.469390,45.655451,66.831691,0.707790,0.623093,0.001692,0.009211,2.000000,7.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-08,,,,,,,,,,,,,,,,,,,47.441650,47.673859,47.307687,47.486305,9695600.000000,46.409223,45.098066,46.561987,45.725499,72.973006,0.697123,0.637899,-0.003003,0.009064,3.000000,8.000000,4.000000,2021.000000
2021-04-08,47.441647,47.673855,47.307683,47.486301,9695600.000000,46.409222,45.098065,46.561986,45.725498,72.972915,0.697123,0.637899,-0.003003,0.009064,3.000000,8.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-09,47.495243,47.584552,47.164796,47.486310,10828200.000000,46.530685,45.188279,46.650868,45.794900,72.067023,0.685096,0.647339,0.001130,0.008543,4.000000,9.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-09,,,,,,,,,,,,,,,,,,,47.495235,47.584544,47.164788,47.486303,10828200.000000,46.530685,45.188280,46.650868,45.794901,72.067071,0.685095,0.647339,0.001129,0.008543,4.000000,9.000000,4.000000,2021.000000
2021-04-12,,,,,,,,,,,,,,,,,,,47.647072,47.825693,47.423796,47.629213,8565300.000000,46.664205,45.270548,46.745745,45.867535,71.962681,0.679977,0.653866,0.003197,0.008473,0.000000,12.000000,4.000000,2021.000000
2021-04-12,47.647064,47.825686,47.423788,47.629205,8565300.000000,46.664204,45.270547,46.745744,45.867534,71.962566,0.679977,0.653866,0.003197,0.008473,0.000000,12.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-13,47.414848,47.593470,47.164781,47.370194,11071700.000000,46.756193,45.365885,46.809468,45.928213,66.283371,0.649693,0.653032,-0.004874,0.008274,1.000000,13.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-13,,,,,,,,,,,,,,,,,,,47.414860,47.593481,47.164792,47.370205,11071700.000000,46.756194,45.365886,46.809470,45.928214,66.283506,0.649694,0.653032,-0.004874,0.008274,1.000000,13.000000,4.000000,2021.000000
2021-04-14,47.405922,47.504160,47.021887,47.316610,9787600.000000,46.839251,45.455199,46.866273,45.986162,65.294027,0.617850,0.645995,-0.000188,0.008277,2.000000,14.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-14,,,,,,,,,,,,,,,,,,,47.405937,47.504176,47.021902,47.316625,9787600.000000,46.839253,45.455200,46.866276,45.986164,65.294303,0.617852,0.645996,-0.000188,0.008277,2.000000,14.000000,4.000000,2021.000000
2021-04-15,47.629211,47.923934,47.441657,47.450590,13078100.000000,46.932581,45.540475,46.938934,46.050596,63.505176,0.603674,0.637531,0.004710,0.008295,3.000000,15.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-15,,,,,,,,,,,,,,,,,,,47.629204,47.923926,47.441650,47.450582,13078100.000000,46.932582,45.540476,46.938936,46.050597,63.505207,0.603675,0.637532,0.004710,0.008295,3.000000,15.000000,4.000000,2021.000000
2021-04-16,47.941788,48.048959,47.673857,47.995375,17974100.000000,47.071459,45.635369,47.034444,46.124760,57.655467,0.610622,0.632149,0.006563,0.007540,4.000000,16.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-16,,,,,,,,,,,,,,,,,,,47.941788,48.048959,47.673857,47.995375,17974100.000000,47.071460,45.635370,47.034446,46.124761,57.655486,0.610623,0.632150,0.006563,0.007540,4.000000,16.000000,4.000000,2021.000000
2021-04-19,,,,,,,,,,,,,,,,,,,48.227589,48.549106,47.602416,48.227589,19352900.000000,47.213911,45.731728,47.148078,46.207225,52.032624,0.631906,0.632101,0.005961,0.007559,0.000000,19.000000,4.000000,2021.000000
2021-04-19,48.227585,48.549103,47.602412,48.227585,19352900.000000,47.213909,45.731727,47.148076,46.207224,52.032549,0.631906,0.632101,0.005961,0.007559,0.000000,19.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-20,,,,,,,,,,,,,,,,,,,48.379406,48.754511,48.057892,48.084684,14419200.000000,47.355467,45.819786,47.265348,46.292409,66.139152,0.653491,0.636379,0.003148,0.007558,1.000000,20.000000,4.000000,2021.000000
2021-04-20,48.379402,48.754507,48.057888,48.084680,14419200.000000,47.355466,45.819784,47.265345,46.292407,66.139022,0.653491,0.636379,0.003148,0.007558,1.000000,20.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-21,,,,,,,,,,,,,,,,,,,48.772369,48.888474,48.441922,48.441922,13866500.000000,47.499257,45.910919,47.408874,46.389662,80.063286,0.694303,0.647964,0.008123,0.007574,2.000000,21.000000,4.000000,2021.000000
2021-04-21,48.772373,48.888478,48.441926,48.441926,13866500.000000,47.499255,45.910918,47.408872,46.389661,80.062987,0.694303,0.647963,0.008123,0.007574,2.000000,21.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-22,,,,,,,,,,,,,,,,,,,48.620541,49.004575,48.513369,48.647336,12558900.000000,47.629650,46.002913,47.524270,46.477148,80.830708,0.706254,0.659622,-0.003113,0.007699,3.000000,22.000000,4.000000,2021.000000
2021-04-22,48.620552,49.004587,48.513381,48.647347,12558900.000000,47.629649,46.002912,47.524270,46.477147,80.830728,0.706255,0.659622,-0.003113,0.007699,3.000000,22.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-23,48.647339,48.754510,48.379405,48.584822,9020500.000000,47.739054,46.097214,47.631229,46.562252,79.020949,0.709707,0.669639,0.000551,0.007537,4.000000,23.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-23,,,,,,,,,,,,,,,,,,,48.647339,48.754510,48.379405,48.584822,9020500.000000,47.739055,46.097215,47.631229,46.562253,79.021035,0.709706,0.669639,0.000551,0.007537,4.000000,23.000000,4.000000,2021.000000
2021-04-26,47.923927,48.683064,47.852481,48.647342,11684600.000000,47.766740,46.164647,47.659105,46.615651,57.142913,0.646616,0.665034,-0.014871,0.007317,0.000000,26.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-26,,,,,,,,,,,,,,,,,,,47.923923,48.683060,47.852477,48.647338,11684600.000000,47.766741,46.164648,47.659105,46.615652,57.142857,0.646615,0.665034,-0.014871,0.007317,0.000000,26.000000,4.000000,2021.000000
2021-04-27,,,,,,,,,,,,,,,,,,,47.852478,47.959649,47.620269,47.834616,9852400.000000,47.754684,46.223743,47.677521,46.664155,54.573216,0.584117,0.648851,-0.001491,0.006458,1.000000,27.000000,4.000000,2021.000000
2021-04-27,47.852482,47.959653,47.620273,47.834619,9852400.000000,47.754683,46.223742,47.677522,46.664154,54.573275,0.584118,0.648851,-0.001491,0.006458,1.000000,27.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-28,47.861404,48.272231,47.727438,48.209714,10868100.000000,47.774331,46.290456,47.695034,46.711105,57.508014,0.529207,0.624922,0.000186,0.005717,2.000000,28.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-28,,,,,,,,,,,,,,,,,,,47.861408,48.272235,47.727441,48.209718,10868100.000000,47.774332,46.290457,47.695034,46.711106,57.507993,0.529206,0.624922,0.000187,0.005717,2.000000,28.000000,4.000000,2021.000000
2021-04-29,,,,,,,,,,,,,,,,,,,48.459785,48.549098,47.718511,47.816753,15391000.000000,47.843547,46.371619,47.767868,46.779682,64.438513,0.527888,0.605515,0.012502,0.005935,3.000000,29.000000,4.000000,2021.000000
2021-04-29,48.459785,48.549098,47.718511,47.816753,15391000.000000,47.843546,46.371618,47.767868,46.779681,64.438465,0.527889,0.605516,0.012502,0.005935,3.000000,29.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-30,48.209721,48.468721,47.950720,48.450859,14912600.000000,47.909190,46.436441,47.809949,46.835761,58.181887,0.500892,0.584591,-0.005160,0.006006,4.000000,30.000000,4.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,48.209721,48.468721,47.950720,48.450859,14912600.000000,47.909190,46.436442,47.809949,46.835762,58.181776,0.500892,0.584590,-0.005160,0.006006,4.000000,30.000000,4.000000,2021.000000
2021-05-03,48.656273,48.942066,48.370480,48.468722,10417900.000000,47.983764,46.521887,47.890551,46.907154,66.992951,0.509655,0.569604,0.009263,0.006190,0.000000,3.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-03,,,,,,,,,,,,,,,,,,,48.656273,48.942066,48.370480,48.468722,10417900.000000,47.983764,46.521888,47.890551,46.907154,66.992776,0.509655,0.569603,0.009263,0.006190,0.000000,3.000000,5.000000,2021.000000
2021-05-04,48.352612,48.781301,48.173990,48.736646,14151000.000000,48.026186,46.592048,47.934557,46.963838,61.991007,0.486489,0.552981,-0.006241,0.006277,1.000000,4.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-04,,,,,,,,,,,,,,,,,,,48.352612,48.781301,48.173990,48.736646,14151000.000000,48.026187,46.592049,47.934557,46.963839,61.990791,0.486489,0.552980,-0.006241,0.006277,1.000000,4.000000,5.000000,2021.000000
2021-05-05,48.227585,48.441931,47.968584,48.352619,9665900.000000,48.058338,46.661303,47.962464,47.013397,57.772627,0.452821,0.532949,-0.002586,0.006321,2.000000,5.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-05,,,,,,,,,,,,,,,,,,,48.227589,48.441935,47.968588,48.352623,9665900.000000,48.058339,46.661304,47.962465,47.013398,57.772721,0.452821,0.532948,-0.002586,0.006321,2.000000,5.000000,5.000000,2021.000000
2021-05-06,48.709858,48.772375,48.272236,48.334753,11572700.000000,48.121749,46.737192,48.033645,47.079925,59.555650,0.459755,0.518310,0.010000,0.006585,3.000000,6.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-06,,,,,,,,,,,,,,,,,,,48.709858,48.772375,48.272236,48.334753,11572700.000000,48.121749,46.737192,48.033645,47.079926,59.555614,0.459755,0.518310,0.010000,0.006585,3.000000,6.000000,5.000000,2021.000000
2021-05-07,48.683060,48.915268,48.370475,48.620543,10637500.000000,48.181140,46.822110,48.095494,47.142793,56.056954,0.457810,0.506210,-0.000550,0.006598,4.000000,7.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-07,,,,,,,,,,,,,,,,,,,48.683056,48.915265,48.370471,48.620539,10637500.000000,48.181140,46.822111,48.095494,47.142793,56.056828,0.457810,0.506210,-0.000550,0.006598,4.000000,7.000000,5.000000,2021.000000
2021-05-10,49.040306,49.567237,48.968860,49.013514,15545800.000000,48.250802,46.935077,48.185476,47.217205,58.333462,0.479567,0.500882,0.007338,0.006726,0.000000,10.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-10,,,,,,,,,,,,,,,,,,,49.040306,49.567237,48.968860,49.013514,15545800.000000,48.250802,46.935078,48.185476,47.217206,58.333373,0.479567,0.500881,0.007338,0.006726,0.000000,10.000000,5.000000,2021.000000
2021-05-11,48.513382,49.245727,48.272244,49.147485,12986700.000000,48.305728,47.021385,48.216705,47.268036,46.841043,0.449115,0.490528,-0.010745,0.007133,1.000000,11.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-11,,,,,,,,,,,,,,,,,,,48.513378,49.245723,48.272240,49.147481,12986700.000000,48.305728,47.021385,48.216705,47.268036,46.841066,0.449114,0.490528,-0.010745,0.007133,1.000000,11.000000,5.000000,2021.000000
2021-05-12,48.263302,48.727716,48.120405,48.549095,15836500.000000,48.348597,47.099149,48.221143,47.307066,45.744564,0.400189,0.472460,-0.005155,0.007268,2.000000,12.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-12,,,,,,,,,,,,,,,,,,,48.263306,48.727720,48.120409,48.549098,15836500.000000,48.348596,47.099149,48.221143,47.307066,45.744761,0.400188,0.472460,-0.005155,0.007268,2.000000,12.000000,5.000000,2021.000000
2021-05-13,48.683060,48.924198,48.075753,48.200786,15475800.000000,48.401290,47.187433,48.265135,47.361026,50.389069,0.390780,0.456124,0.008697,0.007430,3.000000,13.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-13,,,,,,,,,,,,,,,,,,,48.683056,48.924194,48.075749,48.200783,15475800.000000,48.401289,47.187433,48.265135,47.361026,50.389028,0.390780,0.456124,0.008697,0.007430,3.000000,13.000000,5.000000,2021.000000
2021-05-14,,,,,,,,,,,,,,,,,,,48.879547,49.209994,48.843822,49.031376,11725300.000000,48.448177,47.280356,48.323650,47.420576,61.758287,0.394630,0.443825,0.004036,0.007354,4.000000,14.000000,5.000000,2021.000000
2021-05-14,48.879551,49.209998,48.843826,49.031380,11725300.000000,48.448178,47.280356,48.323651,47.420576,61.758264,0.394630,0.443825,0.004036,0.007354,4.000000,14.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-17,,,,,,,,,,,,,,,,,,,48.799171,49.138552,48.674138,48.977793,12119800.000000,48.476756,47.356614,48.368938,47.474639,61.622864,0.386737,0.432407,-0.001644,0.007280,0.000000,17.000000,5.000000,2021.000000
2021-05-17,48.799164,49.138544,48.674130,48.977785,12119800.000000,48.476757,47.356614,48.368938,47.474639,61.622669,0.386737,0.432408,-0.001645,0.007280,0.000000,17.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-18,,,,,,,,,,,,,,,,,,,48.531239,48.727722,48.316892,48.575893,13232500.000000,48.484348,47.412456,48.384395,47.516074,57.731992,0.354772,0.416880,-0.005491,0.007377,1.000000,18.000000,5.000000,2021.000000
2021-05-18,48.531239,48.727722,48.316892,48.575893,13232500.000000,48.484349,47.412456,48.384395,47.516074,57.732002,0.354772,0.416881,-0.005490,0.007377,1.000000,18.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-19,,,,,,,,,,,,,,,,,,,48.379406,48.388339,47.879270,48.334751,15126100.000000,48.464700,47.479078,48.383920,47.549930,48.965517,0.313574,0.396219,-0.003129,0.007166,2.000000,19.000000,5.000000,2021.000000
2021-05-19,48.379402,48.388335,47.879267,48.334748,15126100.000000,48.464700,47.479078,48.383919,47.549930,48.965473,0.313574,0.396219,-0.003129,0.007166,2.000000,19.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-20,48.808094,48.942057,48.334747,48.334747,10948400.000000,48.474077,47.544000,48.424317,47.599270,57.362508,0.311920,0.379359,0.008861,0.007421,3.000000,20.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-20,,,,,,,,,,,,,,,,,,,48.808105,48.942069,48.334758,48.334758,10948400.000000,48.474078,47.544000,48.424319,47.599271,57.362670,0.311921,0.379359,0.008861,0.007421,3.000000,20.000000,5.000000,2021.000000
2021-05-21,,,,,,,,,,,,,,,,,,,48.781296,49.227847,48.424057,48.942055,16033200.000000,48.480776,47.618306,48.458316,47.645624,51.715510,0.304932,0.364474,-0.000549,0.007423,4.000000,21.000000,5.000000,2021.000000
2021-05-21,48.781300,49.227851,48.424060,48.942058,16033200.000000,48.480775,47.618306,48.458315,47.645624,51.715564,0.304932,0.364474,-0.000549,0.007423,4.000000,21.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-24,48.942062,49.058167,48.665203,48.790236,10326100.000000,48.531682,47.697613,48.504387,47.696464,58.418331,0.308806,0.353340,0.003296,0.006546,0.000000,24.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-24,,,,,,,,,,,,,,,,,,,48.942062,49.058167,48.665203,48.790236,10326100.000000,48.531683,47.697614,48.504387,47.696465,58.418313,0.308806,0.353340,0.003296,0.006546,0.000000,24.000000,5.000000,2021.000000
2021-05-25,,,,,,,,,,,,,,,,,,,48.933132,48.959924,48.540165,48.959924,11916500.000000,48.585715,47.764775,48.545220,47.744962,60.421893,0.307610,0.344194,-0.000182,0.006525,1.000000,25.000000,5.000000,2021.000000
2021-05-25,48.933132,48.959924,48.540165,48.959924,11916500.000000,48.585715,47.764775,48.545219,47.744961,60.421985,0.307610,0.344194,-0.000182,0.006525,1.000000,25.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-26,,,,,,,,,,,,,,,,,,,49.147476,49.165339,48.754512,49.102822,16064300.000000,48.650019,47.832830,48.602578,47.799962,57.019896,0.320266,0.339409,0.004380,0.006560,2.000000,26.000000,5.000000,2021.000000
2021-05-26,49.147480,49.165342,48.754516,49.102826,16064300.000000,48.650018,47.832829,48.602578,47.799962,57.019983,0.320266,0.339409,0.004380,0.006560,2.000000,26.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-27,,,,,,,,,,,,,,,,,,,49.558308,49.629754,48.924202,49.308236,59109600.000000,48.704945,47.908743,48.693600,47.868917,62.499973,0.359305,0.343388,0.008359,0.006247,3.000000,27.000000,5.000000,2021.000000
2021-05-27,49.558308,49.629754,48.924202,49.308236,59109600.000000,48.704944,47.908743,48.693599,47.868917,62.499959,0.359305,0.343388,0.008359,0.006247,3.000000,27.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-05-28,,,,,,,,,,,,,,,,,,,49.379696,49.754798,49.299316,49.433280,17011600.000000,48.763444,47.993053,48.758942,47.928163,55.107636,0.371548,0.349020,-0.003604,0.006174,4.000000,28.000000,5.000000,2021.000000
2021-05-28,49.379684,49.754786,49.299305,49.433268,17011600.000000,48.763443,47.993052,48.758941,47.928162,55.107458,0.371547,0.349020,-0.003604,0.006174,4.000000,28.000000,5.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-01,,,,,,,,,,,,,,,,,,,49.370754,49.701205,49.209995,49.424342,13304000.000000,48.799168,48.072896,48.817210,47.984736,65.286321,0.376193,0.354455,-0.000181,0.005881,1.000000,1.000000,6.000000,2021.000000
2021-06-01,49.370758,49.701209,49.209999,49.424345,13304000.000000,48.799167,48.072896,48.817209,47.984735,65.286363,0.376193,0.354454,-0.000181,0.005881,1.000000,1.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-02,,,,,,,,,,,,,,,,,,,49.567230,49.620818,49.352884,49.567230,11328500.000000,48.859899,48.153275,48.888641,48.046794,73.700881,0.391218,0.361807,0.003980,0.005682,2.000000,2.000000,6.000000,2021.000000
2021-06-02,49.567238,49.620825,49.352892,49.567238,11328500.000000,48.859898,48.153275,48.888641,48.046794,73.701187,0.391219,0.361807,0.003980,0.005682,2.000000,2.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-03,,,,,,,,,,,,,,,,,,,49.692272,49.781585,49.209996,49.281445,17364300.000000,48.933133,48.229189,48.965177,48.111323,70.545222,0.408506,0.371147,0.002523,0.005615,3.000000,3.000000,6.000000,2021.000000
2021-06-03,49.692268,49.781581,49.209992,49.281442,17364300.000000,48.933132,48.229189,48.965177,48.111322,70.545322,0.408507,0.371147,0.002522,0.005615,3.000000,3.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-04,50.228134,50.442477,49.817304,49.924479,18935100.000000,49.009046,48.313498,49.085458,48.194334,74.121219,0.460143,0.388946,0.010784,0.005680,4.000000,4.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-04,,,,,,,,,,,,,,,,,,,50.228138,50.442481,49.817308,49.924483,18935100.000000,49.009047,48.313498,49.085459,48.194335,74.121092,0.460143,0.388946,0.010784,0.005680,4.000000,4.000000,6.000000,2021.000000
2021-06-07,,,,,,,,,,,,,,,,,,,50.049515,50.317445,49.844101,50.290653,14010800.000000,49.077370,48.385304,49.177274,48.267087,71.604523,0.481107,0.407378,-0.003556,0.005777,0.000000,7.000000,6.000000,2021.000000
2021-06-07,50.049519,50.317449,49.844105,50.290657,14010800.000000,49.077369,48.385303,49.177273,48.267087,71.605091,0.481107,0.407378,-0.003556,0.005777,0.000000,7.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-08,,,,,,,,,,,,,,,,,,,49.701199,50.237059,49.611886,50.237059,10968300.000000,49.110414,48.431924,49.227171,48.323327,69.669206,0.464262,0.418755,-0.006959,0.005887,1.000000,8.000000,6.000000,2021.000000
2021-06-08,49.701202,50.237063,49.611890,50.237063,10968300.000000,49.110414,48.431923,49.227171,48.323327,69.669548,0.464263,0.418755,-0.006959,0.005887,1.000000,8.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-09,,,,,,,,,,,,,,,,,,,49.549370,49.942334,49.549370,49.790508,9838800.000000,49.162214,48.461039,49.257857,48.371407,69.669296,0.433663,0.421737,-0.003055,0.005326,2.000000,9.000000,6.000000,2021.000000
2021-06-09,49.549374,49.942338,49.549374,49.790512,9838800.000000,49.162214,48.461038,49.257857,48.371407,69.669727,0.433663,0.421737,-0.003055,0.005326,2.000000,9.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-10,49.933411,50.120962,49.799444,49.933411,12444400.000000,49.245719,48.510338,49.322196,48.432662,69.207379,0.435383,0.424466,0.007751,0.005314,3.000000,10.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-10,,,,,,,,,,,,,,,,,,,49.933407,50.120958,49.799440,49.933407,12444400.000000,49.245719,48.510338,49.322195,48.432662,69.206869,0.435382,0.424466,0.007751,0.005314,3.000000,10.000000,6.000000,2021.000000
2021-06-11,,,,,,,,,,,,,,,,,,,50.156677,50.201332,49.710126,50.004851,11825800.000000,49.319400,48.571962,49.401670,48.500270,71.999873,0.449578,0.429488,0.004471,0.005101,4.000000,11.000000,6.000000,2021.000000
2021-06-11,50.156681,50.201336,49.710129,50.004855,11825800.000000,49.319400,48.571962,49.401671,48.500271,72.000034,0.449579,0.429489,0.004471,0.005101,4.000000,11.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-14,,,,,,,,,,,,,,,,,,,49.985714,50.129687,49.670774,50.111690,9710800.000000,49.374708,48.633739,49.457293,48.558523,66.639420,0.441939,0.431978,-0.003409,0.005178,0.000000,14.000000,6.000000,2021.000000
2021-06-14,49.985725,50.129699,49.670785,50.111701,9710800.000000,49.374709,48.633739,49.457295,48.558524,66.639744,0.441941,0.431979,-0.003408,0.005178,0.000000,14.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-15,,,,,,,,,,,,,,,,,,,49.859741,50.201679,49.661777,50.192678,11154200.000000,49.427737,48.687638,49.495621,48.609551,64.241833,0.420869,0.429756,-0.002520,0.005206,1.000000,15.000000,6.000000,2021.000000
2021-06-15,49.859741,50.201679,49.661777,50.192678,11154200.000000,49.427738,48.687638,49.495623,48.609552,64.241900,0.420870,0.429757,-0.002520,0.005206,1.000000,15.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
2021-06-16,,,,,,,,,,,,,,,,,,,49.193863,49.904732,49.166869,49.886735,15211700.000000,49.460868,48.721432,49.466882,48.632465,50.626059,0.346446,0.413094,-0.013355,0.005970,2.000000,16.000000,6.000000,2021.000000
2021-06-16,49.193871,49.904739,49.166877,49.886742,15211700.000000,49.460869,48.721432,49.466885,48.632466,50.626115,0.346447,0.413095,-0.013355,0.005970,2.000000,16.000000,6.000000,2021.000000,,,,,,,,,,,,,,,,,,
